idx,pathway_name,pathway_id,gene_name,gene_id,protein_id
20,NA,NA,ccmL,sll1030,P72759
20,NA,NA,ccmK,sll1029,P72760
20,NA,NA,ccmK,sll1028,P72761
21,"Alanine, aspartate and glutamate metabolism",syn00250,gltD,sll1027,P72762
21,NA,NA,ank,slr1109,P72763
21,NA,NA,slr1110,slr1110,P72764
21,Secondary bile acid biosynthesis,syn00121,slr1772,slr1772,P72765
21,NA,NA,sll1686,sll1686,P72766
21,NA,NA,ssr2972,ssr2972,P72767
21,NA,NA,slr1773,slr1773,P72768
21,NA,NA,slr1774,slr1774,P72769
21,NA,NA,slr1776,slr1776,P72770
21,NA,NA,ycf10,sll1685,P72771
22,Porphyrin and chlorophyll metabolism,syn00860,chlD,slr1777,P72772
22,NA,NA,slr1778,slr1778,P72773
22,NA,NA,cad,sll1683,P72774
22,"Alanine, aspartate and glutamate metabolism",syn00250,sll1682,sll1682,P72775
22,Vitamin B6 metabolism,syn00750,pdxJ,slr1779,P72776
22,NA,NA,slr1780,slr1780,P72777
22,NA,NA,sll1681,sll1681,P72778
22,NA,NA,sll1680,sll1680,P72779
22,NA,NA,hhoA,sll1679,P72780
22,NA,NA,slr1783,slr1783,P72781
23,Porphyrin and chlorophyll metabolism,syn00860,bvdR,slr1784,P72782
23,NA,NA,sll1678,sll1678,P72783
23,NA,NA,sll1677,sll1677,P72784
23,Starch and sucrose metabolism,syn00500,malQ,sll1676,P72785
23,NA,NA,sll1675,sll1675,P72786
23,Thiamine metabolism,syn00730,slr1787,slr1787,P72787
23,NA,NA,slr1788,slr1788,P72788
23,NA,NA,slr1789,slr1789,P72789
23,NA,NA,sll1673,sll1673,P72790
23,NA,NA,sll1672,sll1672,P72791
24,NA,NA,sll1671,sll1671,P72792
24,NA,NA,slr1790,slr1790,P72793
24,Sulfur metabolism,syn00920,cysH,slr1791,P72794
24,NA,NA,hrcA,sll1670,P72795
24,Aminoacyl-tRNA biosynthesis,syn00970,trnS-UGA,trnS-UGA,NA
24,"Phenylalanine, tyrosine and tryptophan biosynthesis",syn00400,aroK,sll1669,P72796
24,Pentose phosphate pathway,syn00030,talB,slr1793,P72797
24,NA,NA,ssr2998,ssr2998,P72798
24,NA,NA,slr1794,slr1794,P72799
24,NA,NA,msrA,slr1795,P72800
25,NA,NA,ssr3000,ssr3000,P72801
25,NA,NA,mom72,sll1667,P72802
25,NA,NA,dnaJ,sll1666,P72803
25,NA,NA,slr1796,slr1796,P72804
25,NA,NA,sll1665,sll1665,P72805
25,NA,NA,sll1664,sll1664,P72806
25,NA,NA,sll1663,sll1663,P72807
25,"Phenylalanine, tyrosine and tryptophan biosynthesis",syn00400,pheA,sll1662,P72808
25,Aminoacyl-tRNA biosynthesis,syn00970,trnT-CGU,trnT-CGU,NA
25,NA,NA,pleD,slr1798,P72809
26,NA,NA,sll1660,sll1660,P72810
26,Methane metabolism,syn00680,sll1659,sll1659,P72811
26,NA,NA,sll1658,sll1658,P72812
26,NA,NA,slr1799,slr1799,P72813
26,NA,NA,slr1800,slr1800,P72814
26,NA,NA,sll1656,sll1656,P72815
26,Biotin metabolism,syn00780,birA,sll1655,P72816
26,NA,NA,sll1654,sll1654,P72817
26,Ubiquinone and other terpenoid-quinone biosynthesis,syn00130,gerCb,sll1653,P72818
26,NA,NA,sll1652,sll1652,P72819
27,Citrate cycle (TCA cycle),syn00020,icd,slr1289,P80046
27,NA,NA,slr1290,slr1290,P72821
27,NA,NA,sll1201,sll1201,P72822
27,Oxidative phosphorylation,syn00190,ndhD2,slr1291,P72823
27,NA,NA,sll1200,sll1200,P72824
27,NA,NA,slr1293,slr1293,P72825
27,NA,NA,ycf19,ssr2142,P72826
27,ABC transporters,syn02010,sufA,slr1295,P72827
27,NA,NA,trmD,sll1198,P72828
27,NA,NA,ssl2384,ssl2384,P72829
28,Glycolysis / Gluconeogenesis,syn00010,pfkA,sll1196,P72830
28,NA,NA,slr1298,slr1298,P72831
28,Photosynthesis,syn00195,psbU,sll1194,Q55332
28,NA,NA,sll1193,sll1193,P72833
28,Pentose and glucuronate interconversions,syn00040,slr1299,slr1299,P72834
28,Ubiquinone and other terpenoid-quinone biosynthesis,syn00130,ubiH,slr1300,P72835
28,NA,NA,sll1192,sll1192,P72836
28,NA,NA,sll1191,sll1191,P72837
28,NA,NA,ssr2153,ssr2153,P72838
28,NA,NA,slr1301,slr1301,P72839
29,NA,NA,slr1302,slr1302,P72840
29,NA,NA,slr1303,slr1303,P72841
29,Glyoxylate and dicarboxylate metabolism,syn00630,glcE,sll1189,P72842
29,NA,NA,slr1305,slr1305,P72843
29,NA,NA,slr1306,slr1306,P72844
29,NA,NA,sll1188,sll1188,P72845
29,NA,NA,lgt,sll1187,P72846
29,NA,NA,sll1186,sll1186,P72847
29,Porphyrin and chlorophyll metabolism,syn00860,hemF,sll1185,P72848
29,Porphyrin and chlorophyll metabolism,syn00860,ho1,sll1184,P72849
30,NA,NA,slr1307,slr1307,P72850
30,Ribosome,syn03010,rpl28,ssr1604,P72851
30,NA,NA,slr0962,slr0962,P72852
30,Aminoacyl-tRNA biosynthesis,syn00970,trnP-CGG,trnP-CGG,NA
30,NA,NA,sll0943,sll0943,P72853
30,Sulfur metabolism,syn00920,sir,slr0963,P72854
30,NA,NA,slr0964,slr0964,P72855
30,DNA replication,syn03030,dnaN,slr0965,P72856
30,"Glycine, serine and threonine metabolism",syn00260,trpA,slr0966,P77960
30,NA,NA,slr0967,slr0967,P72857
31,NA,NA,sll0939,sll0939,P72858
31,NA,NA,sll0938,sll0938,P72859
31,NA,NA,ssl1792,ssl1792,P72860
31,Ubiquinone and other terpenoid-quinone biosynthesis,syn00130,sll0936,sll0936,P72861
31,Porphyrin and chlorophyll metabolism,syn00860,cbiH,slr0969,P72862
31,NA,NA,slr0971,slr0971,P72863
31,"Phenylalanine, tyrosine and tryptophan biosynthesis",syn00400,ccmA,sll0934,P72864
31,NA,NA,sll0933,sll0933,P72865
31,Ribosome,syn03010,rps15,ssl1784,P72866
31,NA,NA,sll0932,sll0932,P72867
32,NA,NA,sll0931,sll0931,P72868
32,NA,NA,sll0930,sll0930,P72869
32,Photosynthesis - antenna proteins,syn00196,apcD,sll0928,P72870
32,Cysteine and methionine metabolism,syn00270,metX,sll0927,P72871
32,NA,NA,sll0926,sll0926,P72872
32,NA,NA,sll0925,sll0925,P72873
32,NA,NA,infC,slr0974,P72874
32,NA,NA,slr0975,slr0975,P72875
32,NA,NA,sll0924,sll0924,P72876
32,Aminoacyl-tRNA biosynthesis,syn00970,trnV-UAC,trnV-UAC,NA
33,NA,NA,epsB,sll0923,P72877
33,NA,NA,sll0922,sll0922,P72878
33,NA,NA,slr0976,slr0976,P72879
33,ABC transporters,syn02010,slr0977,slr0977,P72880
33,NA,NA,slr0978,slr0978,P72881
33,NA,NA,slr0980,slr0980,P72882
33,NA,NA,slr0981,slr0981,P72883
33,ABC transporters,syn02010,rfbB,slr0982,P72884
33,Starch and sucrose metabolism,syn00500,rfbF,slr0983,P72885
33,Amino sugar and nucleotide sugar metabolism,syn00520,rfbG,slr0984,P72886
34,Streptomycin biosynthesis,syn00521,rfbC,slr0985,P72887
34,NA,NA,slr1610,slr1610,P72888
34,NA,NA,slr1611,slr1611,P72889
34,NA,NA,slr1612,slr1612,P72890
34,NA,NA,slr1613,slr1613,P72891
34,NA,NA,slr1614,slr1614,P72892
34,Amino sugar and nucleotide sugar metabolism,syn00520,rfbE,slr1615,P72893
34,Pyrimidine metabolism,syn00240,slr1616,slr1616,P72894
34,NA,NA,slr1617,slr1617,P72895
34,NA,NA,slr1618,slr1618,P72896
35,NA,NA,slr1619,slr1619,P72897
35,NA,NA,slr1062,slr1062,P72898
35,NA,NA,slr1063,slr1063,P72899
35,NA,NA,rfbU,slr1064,P72900
35,NA,NA,slr1065,slr1065,P72901
35,NA,NA,slr1066,slr1066,P72902
35,Galactose metabolism,syn00052,galE,slr1067,P72903
35,NA,NA,slr1068,slr1068,P72904
35,NA,NA,slr1069,slr1069,P72905
35,NA,NA,slr1070,slr1070,P72906
36,NA,NA,slr1071,slr1071,P72907
36,Fructose and mannose metabolism,syn00051,yefA,slr1072,P72908
36,NA,NA,slr1073,slr1073,P72909
36,NA,NA,slr1074,slr1074,P72910
36,NA,NA,slr1075,slr1075,P75027
36,NA,NA,slr1076,slr1076,P72911
36,NA,NA,slr1077,slr1077,P72912
36,NA,NA,ssr1765,ssr1765,P72913
36,NA,NA,ssr1766,ssr1766,P72914
36,Galactose metabolism,syn00052,galE,slr1078,P72915
37,NA,NA,slr1079,slr1079,P72916
37,NA,NA,ssr1768,ssr1768,P72917
37,NA,NA,slr1081,slr1081,P72918
37,NA,NA,slr1082,slr1082,P72919
37,NA,NA,slr1083,slr1083,P72920
37,NA,NA,slr1084,slr1084,P72921
37,NA,NA,slr1085,slr1085,P72922
37,NA,NA,slr1087,slr1087,P72923
37,NA,NA,sll1025,sll1025,P72924
37,NA,NA,ssl1972,ssl1972,P72925
38,NA,NA,sll1024,sll1024,P72926
38,Citrate cycle (TCA cycle),syn00020,sucC,sll1023,P72927
38,NA,NA,sll1022,sll1022,P72928
38,NA,NA,sll1021,sll1021,P72929
38,NA,NA,sll1020,sll1020,P72930
38,NA,NA,slr1090,slr1090,P72931
38,NA,NA,hliA,ssr1789,P72932
38,Pyruvate metabolism,syn00620,HAGH1,sll1019,P72933
38,Pyrimidine metabolism,syn00240,pyrC,sll1018,P72934
38,NA,NA,amt2,sll1017,P72935
39,NA,NA,slr1400,slr1400,P72936
39,NA,NA,slr0670,slr0670,P72937
39,NA,NA,nucH,sll0656,P72938
39,NA,NA,sll0654,sll0654,P72939
39,Purine metabolism,syn00230,cysC,slr0676,P72940
39,NA,NA,exbB,slr0677,P72941
39,NA,NA,slr0678,slr0678,P72942
39,NA,NA,fmu_fmv,slr0679,P72943
39,NA,NA,slr0680,slr0680,P72944
39,NA,NA,slr0681,slr0681,P72945
40,Histidine metabolism,syn00340,hisD,slr0682,P72946
40,NA,NA,sll0651,sll0651,Q55696
40,NA,NA,sll0650,sll0650,P72947
40,NA,NA,sll0649,sll0649,P72948
40,NA,NA,lim,sll0648,P72949
40,NA,NA,sll0647,sll0647,P72950
40,Purine metabolism,syn00230,cyaA,sll0646,P72951
40,NA,NA,sll0645,sll0645,P72952
40,NA,NA,sll0644,sll0644,P72953
40,NA,NA,slr0686,slr0686,P72954
41,NA,NA,ureG,sll0643,P72955
41,NA,NA,pleD,slr0687,P72956
41,NA,NA,sll0641,sll0641,P72957
41,NA,NA,Sac1,sll0640,P72958
41,NA,NA,slr0688,slr0688,P72959
41,NA,NA,ssr1155,ssr1155,P72960
41,Cysteine and methionine metabolism,syn00270,slr0689,slr0689,P72961
41,NA,NA,sll0639,sll0639,P72962
41,NA,NA,sll0638,sll0638,P72963
41,NA,NA,ycf45,slr0692,P72964
42,Thiamine metabolism,syn00730,thiE,sll0635,P72965
42,NA,NA,btpA,sll0634,P72966
42,Aminoacyl-tRNA biosynthesis,syn00970,trnR-CCU,trnR-CCU,NA
42,NA,NA,slr0695,slr0695,P72967
42,NA,NA,slr1590,slr1590,P72968
42,NA,NA,slr1591,slr1591,P72969
42,NA,NA,slr1592,slr1592,P72970
42,NA,NA,slr1593,slr1593,P72971
42,NA,NA,slr1594,slr1594,P72972
42,NA,NA,slr1595,slr1595,P72973
43,NA,NA,sll1516,sll1516,P72974
43,NA,NA,pxcA,slr1596,P75028
43,NA,NA,sll1515,sll1515,P72975
43,NA,NA,slr1597,slr1597,P72976
43,NA,NA,hsp17,sll1514,P72977
43,NA,NA,ccsA,sll1513,P72978
43,NA,NA,sll1512,sll1512,P72979
43,Lipoic acid metabolism,syn00785,lipA,slr1598,P72980
43,NA,NA,sll1511,sll1511,P72981
43,NA,NA,sll1510,sll1510,P72982
44,NA,NA,ycf20,sll1509,P72983
44,NA,NA,slr1599,slr1599,P72984
44,NA,NA,slr1600,slr1600,P72985
44,Photosynthesis,syn00195,psaM,smr0005,P72986
44,NA,NA,slr1601,slr1601,P72987
44,Lipopolysaccharide biosynthesis,syn00540,lpxC,sll1508,P72988
44,NA,NA,sll1507,sll1507,P72989
44,NA,NA,slr1603,slr1603,P72990
44,NA,NA,ftsH,slr1604,P72991
44,NA,NA,ssr2699,ssr2699,P72992
45,NA,NA,vapC,ssl2923,P72993
45,NA,NA,vapB,ssl2922,P72994
45,NA,NA,ssl2920,ssl2920,P72995
45,NA,NA,sll1505,sll1505,P72996
45,NA,NA,sll1504,sll1504,P72997
45,NA,NA,sll1503,sll1503,P72998
45,Glyoxylate and dicarboxylate metabolism,syn00630,gltB,sll1502,P55037
45,NA,NA,ssr2708,ssr2708,P72999
45,NA,NA,ssr2711,ssr2711,P73000
45,NA,NA,gdhB,slr1608,P73001
46,Porphyrin and chlorophyll metabolism,syn00860,cbiA,sll1501,P73002
46,NA,NA,sll1500,sll1500,P73003
46,Fatty acid biosynthesis,syn00061,slr1609,slr1609,P73004
46,Two-component system,syn02020,slr1041,slr1041,P73005
46,Two-component system,syn02020,slr1042,slr1042,P73006
46,Two-component system,syn02020,slr1043,slr1043,P73007
46,Two-component system,syn02020,mcpA,slr1044,P73008
46,ABC transporters,syn02010,slr1045,slr1045,P73009
46,Protein export,syn03060,slr1046,slr1046,P73010
46,NA,NA,pleD,slr1047,P73011
47,NA,NA,slr1048,slr1048,P73012
47,NA,NA,sll1011,sll1011,P73013
47,Ribosome,syn03010,rps32,ssr1736,P73014
47,Other types of O-glycan biosynthesis,syn00514,slr1050,slr1050,P73015
47,Fatty acid biosynthesis,syn00061,envM,slr1051,P73016
47,NA,NA,slr1052,slr1052,P73017
47,NA,NA,slr1053,slr1053,P73018
47,NA,NA,frpC,sll1009,P73019
47,Porphyrin and chlorophyll metabolism,syn00860,chlH,slr1055,P73020
47,NA,NA,slr1056,slr1056,P73021
48,NA,NA,sll1006,sll1006,P73022
48,Purine metabolism,syn00230,sll1005,sll1005,P73023
48,Metabolic pathways,syn01100,sll1004,sll1004,P73024
48,NA,NA,sll1003,sll1003,P73025
48,NA,NA,ssl1923,ssl1923,P73026
48,NA,NA,ssl1922,ssl1922,P73027
48,NA,NA,ssl1920,ssl1920,P73028
48,ABC transporters,syn02010,ycf22,sll1002,P73029
48,ABC transporters,syn02010,sll1001,sll1001,P73030
48,NA,NA,ssl1918,ssl1918,P73031
49,NA,NA,slr1753,slr1753,P73032
49,Glycerophospholipid metabolism,syn00564,gpsA,slr1755,P73033
49,Phosphonate and phosphinate metabolism,syn00440,sll1647,sll1647,P73034
49,Arginine biosynthesis,syn00220,glnA,slr1756,P77961
49,NA,NA,slr1759,slr1759,P73035
49,NA,NA,slr1760,slr1760,P73036
49,NA,NA,ytfC,slr1761,P73037
49,One carbon pool by folate,syn00670,sll1643,sll1643,P73038
49,Glyoxylate and dicarboxylate metabolism,syn00630,slr1762,slr1762,P73039
49,NA,NA,slr1763,slr1763,P73040
50,NA,NA,sll1642,sll1642,P73041
50,NA,NA,capA,slr1764,P73042
50,"Alanine, aspartate and glutamate metabolism",syn00250,gad,sll1641,P73043
50,NA,NA,ssr2962,ssr2962,P73044
50,NA,NA,slr1767,slr1767,P73045
50,NA,NA,sll1640,sll1640,P73046
50,NA,NA,ureD,sll1639,P73047
50,NA,NA,sll1638,sll1638,P73048
50,NA,NA,slr1768,slr1768,P73049
50,NA,NA,fbp,sll1636,P73050
51,NA,NA,slr1770,slr1770,P73051
51,NA,NA,slr1771,slr1771,P73052
51,Pyrimidine metabolism,syn00240,sll1635,sll1635,P73053
51,Photosynthesis,syn00195,psbK,sml0005,P15819
51,NA,NA,sll1752,sll1752,P73054
51,NA,NA,ssr3122,ssr3122,P73055
51,NA,NA,slr1846,slr1846,P73056
51,NA,NA,slr1847,slr1847,P73057
51,Histidine metabolism,syn00340,hisD,slr1848,P73058
51,NA,NA,merA,slr1849,P73059
52,NA,NA,sll1751,sll1751,P73060
52,Arginine biosynthesis,syn00220,ureC,sll1750,P73061
52,NA,NA,sll1749,sll1749,P73062
52,NA,NA,slr1851,slr1851,P73063
52,NA,NA,ssr3129,ssr3129,P73064
52,NA,NA,sll1946,sll1946,P73065
52,NA,NA,ycf23,slr2032,P73066
52,Thiamine metabolism,syn00730,sll1945,sll1945,P73067
52,NA,NA,rub,slr2033,P73068
52,NA,NA,slr2034,slr2034,P73069
53,Photosynthesis,syn00195,psbE,ssr3451,P09190
53,Photosynthesis,syn00195,psbF,smr0006,P09191
53,Photosynthesis,syn00195,psbL,smr0007,Q55354
53,Photosynthesis,syn00195,psbJ,smr0008,P73070
53,Arginine and proline metabolism,syn00330,proB,slr2035,P73071
53,NA,NA,ssr3452,ssr3452,P73072
53,NA,NA,slr2036,slr2036,P73073
53,NA,NA,slr2037,slr2037,P73074
53,NA,NA,slr2038,slr2038,P73075
53,NA,NA,sll1942,sll1942,P73076
54,NA,NA,gyrA,sll1941,P73077
54,NA,NA,divK,slr2041,P73078
54,NA,NA,slr2042,slr2042,P73079
54,NA,NA,sll1940,sll1940,P73080
54,NA,NA,sll1939,sll1939,P73081
54,NA,NA,ssr3465,ssr3465,P73082
54,NA,NA,sll1938,sll1938,P73083
54,NA,NA,fur,sll1937,P73084
54,ABC transporters,syn02010,zntC,slr2043,P73085
54,ABC transporters,syn02010,slr2044,slr2044,P73086
55,ABC transporters,syn02010,slr2045,slr2045,P73087
55,NA,NA,ssr3467,ssr3467,P73088
55,NA,NA,slr2046,slr2046,P73089
55,NA,NA,phoH,slr2047,P73090
55,NA,NA,slr2048,slr2048,P73091
55,NA,NA,slr2049,slr2049,P73092
55,Photosynthesis - antenna proteins,syn00196,cpcG,slr2051,P73093
55,NA,NA,slr2052,slr2052,P73094
55,NA,NA,sll1934,sll1934,P73095
55,NA,NA,slr2053,slr2053,P73096
56,NA,NA,dnaJ,sll1933,P73097
56,RNA degradation,syn03018,dnaK,sll1932,P73098
56,"Glycine, serine and threonine metabolism",syn00260,gylA,sll1931,P77962
56,NA,NA,sll1930,sll1930,P73099
56,NA,NA,comEc,sll1929,P73100
